City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,year,month,day,day_of_week,day_of_year,weekend,is_winter,is_summer,is_monsoon,month_sin,month_cos,dow_sin,dow_cos,AQI_Bucket_encoded,PM2.5_lag_1,PM2.5_lag_2,PM2.5_lag_3,PM2.5_lag_7,PM2.5_lag_14,PM10_lag_1,PM10_lag_2,PM10_lag_3,PM10_lag_7,PM10_lag_14,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_7,NO2_lag_14,CO_lag_1,CO_lag_2,CO_lag_3,CO_lag_7,CO_lag_14,SO2_lag_1,SO2_lag_2,SO2_lag_3,SO2_lag_7,SO2_lag_14,O3_lag_1,O3_lag_2,O3_lag_3,O3_lag_7,O3_lag_14,PM2.5_rolling_mean_3,PM2.5_rolling_std_3,PM2.5_rolling_mean_7,PM2.5_rolling_std_7,PM2.5_rolling_mean_14,PM2.5_rolling_std_14,PM10_rolling_mean_3,PM10_rolling_std_3,PM10_rolling_mean_7,PM10_rolling_std_7,PM10_rolling_mean_14,PM10_rolling_std_14,NO2_rolling_mean_3,NO2_rolling_std_3,NO2_rolling_mean_7,NO2_rolling_std_7,NO2_rolling_mean_14,NO2_rolling_std_14,CO_rolling_mean_3,CO_rolling_std_3,CO_rolling_mean_7,CO_rolling_std_7,CO_rolling_mean_14,CO_rolling_std_14,SO2_rolling_mean_3,SO2_rolling_std_3,SO2_rolling_mean_7,SO2_rolling_std_7,SO2_rolling_mean_14,SO2_rolling_std_14,O3_rolling_mean_3,O3_rolling_std_3,O3_rolling_mean_7,O3_rolling_std_7,O3_rolling_mean_14,O3_rolling_std_14,PM2.5_x_PM10,PM2.5_plus_PM10,PM2.5_x_NO2,PM2.5_plus_NO2,PM2.5_x_CO,PM2.5_plus_CO,PM2.5_x_SO2,PM2.5_plus_SO2,PM2.5_x_O3,PM2.5_plus_O3,PM10_x_NO2,PM10_plus_NO2,PM10_x_CO,PM10_plus_CO,PM10_x_SO2,PM10_plus_SO2,PM10_x_O3,PM10_plus_O3,NO2_x_CO,NO2_plus_CO,NO2_x_SO2,NO2_plus_SO2,NO2_x_O3,NO2_plus_O3,CO_x_SO2,CO_plus_SO2,CO_x_O3,CO_plus_O3,SO2_x_O3,SO2_plus_O3
Delhi,2020-04-03,31.36,62.69,9.29,20.07,19.33,21.54,0.61,11.99,46.82,1.13,8.6,0.77,84.0,Satisfactory,2020,4,3,4,94,0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1.0,28.51,32.88,35.31,54.26,61.61,61.06,65.84,67.01,100.55,144.37,17.18,19.17,18.03,25.96,41.52,0.6,0.62,0.56,0.78,0.89,10.84,13.0,12.33,15.17,14.8,39.47,35.06,40.96,46.48,38.38,30.916666666666817,2.218475452520282,36.69428571428572,8.970616584427198,56.54857142857143,23.25256010955492,63.19666666666686,2.4299451296083148,70.41571428571429,14.838556597765175,116.52714285714286,54.59508916046727,18.806666666666672,1.478862175233267,20.021428571428572,3.412996867718002,30.592142857142857,12.910751142165775,0.6099999999999982,0.009999999990772505,0.6371428571428571,0.0849929969100135,0.8421428571428571,0.24580100054343143,11.943333333333335,1.0807559083040377,12.561428571428573,1.5940141004340316,14.68857142857143,2.7744766856334055,40.450000000000024,5.9409342699609935,38.987142857142864,4.661722551038342,41.71142857142858,4.711852252388305,1965.9584,94.05,629.3952,51.43,19.1296,31.97,376.0064,43.35,1468.2752,78.18,1258.1883,82.75999999999999,38.240899999999996,63.3,751.6531,74.67999999999999,2935.1458,109.50999999999999,12.2427,20.68,240.63930000000002,32.06,939.6774,66.89,7.3139,12.6,28.5602,47.43,561.3718,58.81
Delhi,2020-04-04,40.79,77.64,10.07,22.38,21.19,23.06,0.68,12.59,41.26,1.3,9.64,0.89,90.0,Satisfactory,2020,4,4,5,95,1,0,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1.0,31.36,28.51,32.88,55.85,69.7,62.69,61.06,65.84,103.62,160.15,20.07,17.18,19.17,27.07,43.5,0.61,0.6,0.62,0.81,1.0,11.99,10.84,13.0,15.81,15.06,46.82,39.47,35.06,38.23,40.59,33.553333333333484,6.427101472159404,34.54285714285714,4.087883373609002,54.48357142857143,23.278470610333457,67.13000000000018,9.138342300416495,66.70428571428572,5.390413889961097,110.63357142857141,53.973701945004215,19.87666666666667,2.6053854481315586,19.351428571428574,1.9420558571746387,29.083571428571428,12.514308492000527,0.6299999999999982,0.04358898943329433,0.6185714285714285,0.0463424108949337,0.8192857142857142,0.24486933048262507,11.806666666666667,0.889288104797372,12.10142857142857,0.7316289718037283,14.512142857142859,2.8270756256968177,42.51666666666669,3.8327579278282666,39.42,4.720010593208687,41.75928571428572,4.702980175107867,3166.9356,118.43,912.8802,63.17,27.7372,41.47,513.5461,53.379999999999995,1682.9953999999998,82.05,1737.5832,100.02,52.7952,78.32000000000001,977.4876,90.23,3203.4264,118.9,15.2184,23.06,281.76419999999996,34.97,923.3987999999999,63.64,8.561200000000001,13.27,28.0568,41.94,519.4634,53.849999999999994
Delhi,2020-04-05,51.79,96.88,10.99,24.42,22.78,25.14,0.81,16.03,44.55,1.74,12.38,0.26,103.0,Moderate,2020,4,5,6,96,1,0,1,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,2.0,40.79,31.36,28.51,37.87,68.93,77.64,62.69,61.06,68.03,162.56,22.38,20.07,17.18,21.11,45.86,0.68,0.61,0.6,0.68,1.07,12.59,11.99,10.84,11.49,14.93,41.26,46.82,39.47,32.11,41.73,41.31333333333348,10.225049307139269,36.53142857142857,7.734962677291082,53.25928571428572,22.908018906485466,79.07000000000018,17.139798715259307,70.82571428571428,12.67709464237553,105.94214285714285,51.92876795388644,22.290000000000003,2.1763961036544757,19.824285714285715,2.6975968140984063,27.552142857142858,11.580386056120078,0.6999999999999983,0.10148891565002169,0.6371428571428571,0.0849929969100135,0.8007142857142858,0.23401066003712095,13.536666666666667,2.180030580825393,12.75,1.598280325850737,14.590714285714286,2.8547328159657788,44.21000000000003,2.795550035323498,41.19714285714286,3.7515361932847933,41.96071428571428,4.761653662792024,5017.4151999999995,148.67,1264.7118,76.21000000000001,41.9499,52.6,830.1937,67.82,2307.2445,96.34,2365.8096,121.3,78.4728,97.69,1552.9864,112.91,4316.004,141.43,19.780200000000004,25.23,391.4526000000001,40.45,1087.911,68.97,12.984300000000001,16.84,36.0855,45.36,714.1365,60.58
Delhi,2020-04-06,59.91,114.88,11.05,24.37,22.68,26.41,0.81,15.59,44.16,2.04,12.8,0.24,134.0,Moderate,2020,4,6,0,97,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,2.0,51.79,40.79,31.36,35.08,90.62,96.88,77.64,62.69,64.66,195.15,24.42,22.38,20.07,17.52,45.67,0.81,0.68,0.61,0.58,1.14,16.03,12.59,11.99,12.47,17.66,44.55,41.26,46.82,40.26,43.16,50.830000000000155,9.596082534039118,40.07857142857143,11.657281599316052,51.065714285714286,20.38692971726788,96.46666666666685,18.623440426864516,78.0,20.43984588983752,100.20857142857142,45.33411855870023,23.72333333333334,1.1636293797149242,20.802857142857142,2.9527598067224554,26.030714285714286,10.350891053642888,0.7666666666666649,0.0750555349934423,0.67,0.101980390271544,0.7771428571428572,0.2128715239629426,14.73666666666667,1.8720398856150897,13.195714285714287,1.9115251950811545,14.442857142857145,2.734614101791467,43.32333333333335,1.7975075335949133,41.75428571428571,3.876673217863107,42.03214285714285,4.788452742829854,6882.460799999999,174.79,1460.0067,84.28,48.5271,60.72,933.9969,75.5,2645.6256,104.07,2799.6256,139.25,93.0528,115.69,1790.9792,130.47,5073.100799999999,159.04,19.739700000000003,25.18,379.92830000000004,39.96,1076.1792,68.53,12.6279,16.4,35.7696,44.97,688.4544,59.75
Delhi,2020-04-07,33.12,94.02,8.5,19.27,17.38,25.53,0.6,13.46,42.65,1.01,9.13,0.13,100.0,Satisfactory,2020,4,7,1,98,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1.0,59.91,51.79,40.79,35.31,90.31,114.88,96.88,77.64,67.01,200.79,24.37,24.42,22.38,18.03,51.26,0.81,0.81,0.68,0.56,1.24,15.59,16.03,12.59,12.33,19.71,44.16,44.55,41.26,40.96,48.23,48.27333333333348,13.736856748667995,39.76571428571429,11.834628366428197,46.980714285714285,17.43441180066837,101.92666666666685,11.308692821585629,81.85857142857142,20.568438952742216,92.58214285714287,34.889684210171424,22.686666666666667,2.959025740566603,20.98,2.7914751178075123,23.745714285714286,7.488070218980579,0.7399999999999981,0.12124355652907085,0.6757142857142856,0.09571783930825672,0.7314285714285714,0.17028741056761068,15.026666666666669,1.3744938462334866,13.357142857142858,1.8735680246146906,13.99642857142857,2.28116909009063,43.78666666666669,1.0035105048431263,41.99571428571428,3.871583901294627,41.63357142857142,4.453390423455074,3113.9423999999995,127.13999999999999,638.2224,52.39,19.871999999999996,33.72,445.79519999999997,46.58,1412.5679999999998,75.77,1811.7653999999998,113.28999999999999,56.412,94.61999999999999,1265.5092,107.47999999999999,4009.9529999999995,136.67,11.562,19.87,259.37420000000003,32.730000000000004,821.8655,61.92,8.076,14.06,25.59,43.25,574.0690000000001,56.11
Delhi,2020-04-08,29.7,79.04,8.38,18.56,16.51,23.41,0.56,12.85,45.8,0.99,8.24,0.05,91.0,Satisfactory,2020,4,8,2,99,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.0,33.12,59.91,51.79,32.88,82.39,94.02,114.88,96.88,65.84,184.81,19.27,24.37,24.42,19.17,46.04,0.6,0.81,0.81,0.62,1.18,13.46,15.59,16.03,13.0,18.55,42.65,44.16,44.55,35.06,43.19,40.91000000000015,16.54309825879349,39.31142857142857,12.19843901020752,43.21714285714286,14.670656966349467,95.98000000000019,18.00021110986306,83.74428571428571,19.42859735643299,85.02714285714286,22.707319195684548,20.733333333333334,3.1693900569882065,20.892857142857142,2.865924599414464,21.782857142857146,3.969525118993137,0.6566666666666648,0.1342882471892075,0.6671428571428571,0.10387721689770374,0.6871428571428572,0.11691078593590741,13.966666666666669,1.4385525132346917,13.335714285714287,1.8791829531554467,13.589285714285714,1.8791792983021485,44.203333333333354,1.5754470265072535,43.529999999999994,2.576341074728835,41.82,4.576486727743878,2347.4880000000003,108.74000000000001,551.232,48.26,16.632,30.259999999999998,381.645,42.55,1360.26,75.5,1466.9824,97.60000000000001,44.26240000000001,79.60000000000001,1015.6640000000001,91.89,3620.032,124.84,10.393600000000001,19.119999999999997,238.49599999999998,31.409999999999997,850.0479999999999,64.36,7.196000000000001,13.41,25.648,46.36,588.53,58.65
Delhi,2020-04-09,36.13,76.32,8.49,21.37,18.16,23.84,0.66,14.2,48.34,1.11,7.52,0.07,89.0,Satisfactory,2020,4,9,3,100,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1.0,29.7,33.12,59.91,28.51,78.61,79.04,94.02,114.88,61.06,134.46,18.56,19.27,24.37,17.18,29.85,0.56,0.6,0.81,0.6,0.92,12.85,13.46,15.59,10.84,16.63,45.8,42.65,44.16,39.47,47.67,32.98333333333349,3.2171778523162025,40.4,11.386887195368114,40.182857142857145,10.621614703105331,83.12666666666685,9.531428714151225,85.92428571428572,17.185743953591068,80.87428571428572,17.745747795878223,19.733333333333334,1.4611753260083766,21.49142857142857,2.3528523722748402,21.177142857142858,3.220103745511284,0.606666666666665,0.0503322295666377,0.6757142857142858,0.09980934205695004,0.6685714285714287,0.09582493194590452,13.503333333333336,0.6760424049820412,13.815714285714288,1.5326214703670176,13.415714285714285,1.6781936914243833,45.59666666666669,2.8504444097948465,44.797142857142866,2.423432237452744,41.86785714285714,4.645351983965279,2757.4416,112.44999999999999,772.0981,57.5,23.845800000000004,36.79,513.046,50.33,1746.5242000000003,84.47,1630.9584,97.69,50.371199999999995,76.97999999999999,1083.744,90.52,3689.3088,124.66,14.1042,22.03,303.454,35.57,1033.0258000000001,69.71000000000001,9.372,14.86,31.904400000000003,49.0,686.428,62.540000000000006
Delhi,2020-04-10,57.67,112.93,9.8,27.12,23.3,27.71,0.81,16.32,40.36,1.79,11.45,0.14,111.0,Moderate,2020,4,10,4,101,0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,2.0,36.13,29.7,33.12,31.36,54.26,76.32,79.04,94.02,62.69,100.55,21.37,18.56,19.27,20.07,25.96,0.66,0.56,0.6,0.61,0.78,14.2,12.85,13.46,11.99,15.17,48.34,45.8,42.65,46.82,46.48,41.16666666666682,14.649444813146655,44.15857142857143,12.217545346171324,40.42642857142857,11.001561852161604,89.43000000000019,20.396987522661902,93.10142857142856,16.33501191569817,81.75857142857144,19.06131396597946,22.350000000000005,4.363335879806001,22.49857142857143,3.048920183559943,21.26,3.3643332863326947,0.676666666666665,0.125830573920451,0.7042857142857144,0.10627905765095452,0.6707142857142857,0.09879771764068573,14.456666666666669,1.7491807606230398,14.434285714285712,1.5466830869411725,13.497857142857143,1.794762373693104,44.83333333333335,4.07687789041205,43.874285714285705,2.734738605076688,41.43071428571428,4.4622975528907265,6512.673100000001,170.60000000000002,1564.0104000000001,84.79,46.712700000000005,58.480000000000004,941.1744,73.99000000000001,2327.5612,98.03,3062.6616000000004,140.05,91.47330000000001,113.74000000000001,1843.0176000000001,129.25,4557.8548,153.29000000000002,21.967200000000002,27.93,442.5984,43.44,1094.5632,67.48,13.2192,17.13,32.6916,41.17,658.6752,56.68
Delhi,2020-04-11,53.03,118.1,9.54,23.64,21.9,28.33,0.83,18.38,49.51,1.88,11.18,0.04,126.0,Moderate,2020,4,11,5,102,1,0,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,2.0,57.67,36.13,29.7,40.79,55.85,112.93,76.32,79.04,77.64,103.62,27.12,21.37,18.56,22.38,27.07,0.81,0.66,0.56,0.68,0.81,16.32,14.2,12.85,12.59,15.81,40.36,48.34,45.8,41.26,38.23,48.94333333333349,11.336601489574603,45.90714285714286,12.52705700246053,40.225,10.719651795441354,102.45000000000017,22.776411042999076,98.88142857142857,17.092930730353412,82.79285714285713,20.66423682394873,24.043333333333337,2.8961411107430113,22.678571428571427,3.077809982068284,21.015000000000004,3.0154926884066207,0.7666666666666648,0.092915732430799,0.7257142857142858,0.11530497862267335,0.6721428571428572,0.10108477564970664,16.3,2.0900717691027393,15.26142857142857,1.9031327556729918,13.68142857142857,2.1464240642843104,46.07000000000002,4.979487925479627,45.05285714285714,3.1642888315583906,42.23642857142857,4.842115887060258,6262.843,171.13,1253.6292,76.67,44.0149,53.86,974.6913999999999,71.41,2625.5153,102.53999999999999,2791.884,141.74,98.023,118.92999999999999,2170.678,136.48,5847.130999999999,167.60999999999999,19.621199999999998,24.47,434.5032,42.019999999999996,1170.4164,73.15,15.255399999999998,19.209999999999997,41.0933,50.339999999999996,909.9938,67.89
Delhi,2020-04-12,38.57,92.7,5.48,17.59,14.66,26.99,0.67,15.7,50.15,1.19,6.87,0.0,102.0,Moderate,2020,4,12,6,103,1,0,1,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,2.0,53.03,57.67,36.13,51.79,37.87,118.1,112.93,76.32,96.88,68.03,23.64,27.12,21.37,24.42,21.11,0.83,0.81,0.66,0.81,0.68,18.38,16.32,14.2,16.03,11.49,49.51,40.36,48.34,44.55,32.11,49.756666666666824,9.96185391046389,44.01857142857143,12.488806226073782,40.275,10.709449996656861,107.9100000000002,13.42349805377348,98.28428571428572,17.246825656867273,84.55499999999999,20.358094874590673,22.783333333333335,4.8224094945717475,21.70285714285714,3.48889530886146,20.763571428571428,3.1506790651248737,0.7699999999999982,0.0871779788697729,0.7057142857142857,0.1102810263002734,0.6714285714285715,0.10106031275038915,16.8,1.4029967925837172,15.214285714285714,1.8849213700920702,13.982142857142858,2.110396166131959,46.67333333333335,5.476863457612467,45.85285714285715,3.6815835102382732,43.525,4.311285280425757,3575.4390000000003,131.27,678.4463,56.16,25.841900000000003,39.24,605.549,54.269999999999996,1934.2855,88.72,1630.593,110.29,62.10900000000001,93.37,1455.3899999999999,108.4,4648.905,142.85,11.785300000000001,18.26,276.163,33.29,882.1385,67.74,10.519,16.37,33.600500000000004,50.82,787.3549999999999,65.85
Delhi,2020-04-13,60.6,136.77,7.16,23.4,19.83,27.95,0.83,19.86,41.07,1.78,9.62,0.0,119.0,Moderate,2020,4,13,0,104,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,2.0,38.57,53.03,57.67,59.91,35.08,92.7,118.1,112.93,114.88,64.66,17.59,23.64,27.12,24.37,17.52,0.67,0.83,0.81,0.81,0.58,15.7,18.38,16.32,15.59,12.47,50.15,49.51,40.36,44.16,40.26,50.73333333333349,11.193133311697139,44.11714285714286,12.636982385425808,42.097857142857144,11.866560760634794,115.85666666666685,22.120479952591644,101.41142857142857,22.068066241048932,89.7057142857143,23.773051231066905,21.543333333333333,3.425789446731321,21.564285714285713,3.3829615090085814,21.18357142857143,3.0760679374863664,0.776666666666665,0.09237604306935879,0.7085714285714285,0.11364103886458701,0.6892857142857143,0.10564558207047142,17.98,2.1086488564955683,15.824285714285713,2.586966416112963,14.51,2.5759359762712686,46.910000000000025,5.067701648676396,45.41142857142857,4.081876319257551,43.582857142857144,4.269329669182371,8288.262,197.37,1418.04,84.0,50.298,61.43,1203.516,80.46000000000001,2488.842,101.67,3200.418,160.17000000000002,113.51910000000001,137.60000000000002,2716.2522,156.63,5617.1439,177.84,19.421999999999997,24.229999999999997,464.72399999999993,43.26,961.0379999999999,64.47,16.4838,20.689999999999998,34.0881,41.9,815.6501999999999,60.93
Delhi,2020-04-14,58.22,144.7,8.83,25.71,22.96,28.76,0.93,17.38,40.74,2.04,13.12,0.01,134.0,Moderate,2020,4,14,1,105,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,2.0,60.6,38.57,53.03,33.12,35.31,136.77,92.7,118.1,94.02,67.01,23.4,17.59,23.64,19.27,18.03,0.83,0.67,0.83,0.6,0.56,19.86,15.7,18.38,13.46,12.33,41.07,50.15,49.51,42.65,40.96,52.46333333333349,12.090683741353224,47.70285714285715,12.557281704635049,43.73428571428571,12.425025438323221,124.72333333333353,28.01502513532738,108.65142857142857,27.00105333042855,95.255,26.926117646965697,22.233333333333334,4.183829983799019,22.48428571428571,3.527628368290348,21.732142857142858,3.1542283673498335,0.8099999999999983,0.1311487704853513,0.7557142857142857,0.12856349181827958,0.7157142857142856,0.1165342000454783,17.646666666666665,2.092781243544924,16.384285714285713,2.4079580363376225,14.870714285714286,2.600646263722428,43.9866666666667,5.340152931642544,45.13857142857143,4.352123728983618,43.567142857142855,4.280117591070556,8424.434,202.92,1496.8362,83.93,54.144600000000004,59.15,1011.8635999999999,75.6,2371.8828,98.96000000000001,3720.2369999999996,170.41,134.571,145.63,2514.8859999999995,162.07999999999998,5895.0779999999995,185.44,23.910300000000003,26.64,446.83979999999997,43.09,1047.4254,66.45,16.1634,18.31,37.888200000000005,41.67,708.0612,58.120000000000005
Delhi,2020-04-15,58.31,190.98,10.37,24.55,24.05,28.36,0.93,14.89,38.22,2.36,11.89,0.02,152.0,Moderate,2020,4,15,2,106,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,2.0,58.22,60.6,38.57,29.7,32.88,144.7,136.77,92.7,79.04,65.84,25.71,23.4,17.59,18.56,19.17,0.93,0.83,0.67,0.56,0.62,17.38,19.86,15.7,12.85,13.0,40.74,41.07,50.15,45.8,35.06,59.04333333333349,1.3488637193651523,51.790000000000006,10.14550310893312,45.550714285714285,12.574089637818753,157.48333333333355,29.278682233548096,124.64285714285714,37.60633311659666,104.19357142857143,35.739082379664566,24.553333333333338,1.1550036074990166,23.34,3.120000000000768,22.11642857142857,3.1457825421007244,0.8966666666666651,0.05773502691741288,0.8085714285714286,0.10930516477988172,0.7378571428571429,0.12601456395865585,17.37666666666667,2.4850016767264895,16.675714285714285,1.997363738722343,15.005714285714287,2.5445166211222245,40.010000000000026,1.558941948886068,44.05571428571428,5.047556693235854,43.792857142857144,3.859648107854981,11136.0438,249.29,1431.5105,82.86,54.228300000000004,59.24,868.2359,73.2,2228.6082,96.53,4688.559,215.53,177.6114,191.91,2843.6922,205.87,7299.2555999999995,229.2,22.831500000000002,25.48,365.5495,39.44,938.301,62.769999999999996,13.847700000000001,15.82,35.5446,39.15,569.0958,53.11
Delhi,2020-04-16,69.8,191.17,11.86,25.01,25.66,30.36,0.94,19.42,41.87,2.4,13.75,0.01,172.0,Moderate,2020,4,16,3,107,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,2.0,58.31,58.22,60.6,36.13,28.51,190.98,144.7,136.77,76.32,61.06,24.55,25.71,23.4,21.37,17.18,0.93,0.93,0.83,0.66,0.6,14.89,17.38,19.86,14.2,10.84,38.22,40.74,41.07,48.34,39.47,62.11000000000015,6.65988738644165,56.60000000000001,9.440685003397345,48.5,13.100987631594634,175.61666666666687,26.77478726961465,141.04999999999998,38.0609590000071,113.48714285714286,40.28730825698353,25.090000000000003,0.5841232746624776,23.859999999999996,3.0392323592213297,22.675714285714285,2.8859412923420966,0.9333333333333315,0.005773502676460766,0.8485714285714285,0.09633769968652409,0.7621428571428571,0.13009928583910085,17.230000000000004,2.26872210726659,17.42142857142857,1.890594514709198,15.618571428571428,2.4968252369236117,40.27666666666669,1.868591269735051,43.131428571428565,4.713616547024438,43.964285714285715,3.702996113927914,13343.666,260.96999999999997,1745.698,94.81,65.612,70.74,1355.516,89.22,2922.526,111.66999999999999,4781.1617,216.17999999999998,179.69979999999998,192.10999999999999,3712.5214,210.58999999999997,8004.287899999999,233.04,23.5094,25.950000000000003,485.6942000000001,44.43000000000001,1047.1687,66.88,18.2548,20.360000000000003,39.3578,42.809999999999995,813.1154,61.29
Delhi,2020-04-19,35.49,73.86,10.13,19.72,20.82,29.94,0.71,13.17,40.53,1.29,9.46,0.0,95.0,Satisfactory,2020,4,19,6,110,1,0,1,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1.0,69.8,58.31,58.22,57.67,31.36,191.17,190.98,144.7,112.93,62.69,25.01,24.55,25.71,27.12,20.07,0.94,0.93,0.93,0.81,0.61,19.42,14.89,17.38,16.32,11.99,41.87,38.22,40.74,40.36,46.82,54.53333333333348,17.46400393190009,53.43142857142857,12.308313489362348,48.795,12.726497342768868,152.00333333333353,67.67417848288278,135.46857142857144,45.08790467097886,114.285,39.30249781648989,23.093333333333334,2.9304322775549227,22.802857142857142,3.0030746149341705,22.650714285714287,2.911651564860201,0.8599999999999982,0.12999999999930895,0.8342857142857143,0.10952277432194843,0.7692857142857142,0.12369094772646243,15.82666666666667,3.2285652128048525,16.97142857142857,2.479586178992085,15.702857142857143,2.382198172249847,40.206666666666685,1.8463567730344104,43.15571428571429,4.697367550529076,43.51499999999999,3.7114329598377016,2621.2914,109.35,699.8628,55.21,25.1979,36.2,467.4033,48.660000000000004,1438.4097000000002,76.02000000000001,1456.5192,93.58,52.440599999999996,74.57,972.7361999999999,87.03,2993.5458,114.39,14.001199999999999,20.43,259.7124,32.89,799.2515999999999,60.25,9.3507,13.879999999999999,28.7763,41.24,533.7801000000001,53.7
Delhi,2020-04-20,52.86,113.25,12.38,24.56,25.55,31.57,1.02,15.06,32.67,2.37,15.52,0.0,115.0,Moderate,2020,4,20,0,111,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,2.0,35.49,69.8,58.31,53.03,40.79,73.86,191.17,190.98,118.1,77.64,19.72,25.01,24.55,23.64,22.38,0.71,0.94,0.93,0.83,0.68,13.17,19.42,14.89,18.38,12.59,40.53,41.87,38.22,49.51,41.26,52.71666666666682,17.15544908574016,53.40714285714286,12.3094052310782,49.65714285714285,12.550104767309614,126.09333333333352,59.70027163533703,134.7757142857143,45.435214264250206,116.82857142857144,37.87485564473747,23.096666666666668,2.9329223196899927,22.934285714285714,3.0653050807546203,22.806428571428572,2.9540444430334203,0.8899999999999982,0.16093476939375442,0.8614285714285714,0.1299267192724078,0.7935714285714287,0.13742730345998833,15.883333333333335,3.205313297219733,16.497142857142858,2.4827720682451204,15.879285714285714,2.2198560739411364,38.35666666666669,4.970164316532185,40.75,5.187366062528133,42.90142857142856,4.693120754633046,5986.3949999999995,166.11,1298.2415999999998,77.42,53.9172,53.88,796.0716,67.92,1726.9362,85.53,2781.42,137.81,115.515,114.27,1705.545,128.31,3699.8775,145.92000000000002,25.051199999999998,25.58,369.8736,39.62,802.3752,57.230000000000004,15.3612,16.080000000000002,33.3234,33.690000000000005,492.01020000000005,47.730000000000004
Delhi,2020-04-21,37.17,87.27,8.89,19.64,19.57,29.75,0.82,15.36,48.56,1.48,8.92,0.0,102.0,Moderate,2020,4,21,1,112,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,2.0,52.86,35.49,69.8,38.57,51.79,113.25,73.86,191.17,92.7,96.88,24.56,19.72,25.01,17.59,24.42,1.02,0.71,0.94,0.67,0.81,15.06,13.17,19.42,15.7,16.03,32.67,40.53,41.87,50.15,44.55,41.84000000000015,9.580495811809293,53.207142857142856,12.598629177132539,48.61285714285714,12.960528496215634,91.46000000000019,20.026484963658298,134.0,46.31120670709086,116.14214285714286,38.348330658394055,21.30666666666667,2.81775324209479,23.22714285714286,2.5188338193554207,22.465,3.0284998825242697,0.8499999999999982,0.15716233645444488,0.8828571428571428,0.10258562045310478,0.7942857142857143,0.13754519736690665,14.530000000000001,1.1873078791958072,16.44857142857143,2.5041993302681202,15.831428571428571,2.223575973492357,40.586666666666694,7.945151561381952,40.52285714285714,4.721008770329262,43.18785714285714,4.918434989632148,3243.8259,124.44,730.0188,56.81,30.4794,37.99,570.9312,52.53,1804.9752,85.73,1713.9828,106.91,71.56139999999999,88.08999999999999,1340.4671999999998,102.63,4237.8312,135.82999999999998,16.1048,20.46,301.6704,35.0,953.7184000000001,68.2,12.595199999999998,16.18,39.8192,49.38,745.8816,63.92
Delhi,2020-04-22,58.25,130.99,10.78,24.79,24.17,29.39,0.86,17.34,46.94,2.03,13.9,0.01,122.0,Moderate,2020,4,22,2,113,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,2.0,37.17,52.86,35.49,60.6,59.91,87.27,113.25,73.86,136.77,114.88,19.64,24.56,19.72,23.4,24.37,0.82,1.02,0.71,0.83,0.81,15.36,15.06,13.17,19.86,15.59,48.56,32.67,40.53,41.07,44.16,49.42666666666682,10.951366733582828,52.871428571428574,12.398520649083602,48.49428571428571,12.85639961222152,110.50333333333352,21.989036662232383,133.17428571428573,46.30511449690694,117.29285714285716,38.54872629414508,22.99666666666667,2.9092324302701766,23.425714285714285,2.5885572374265453,22.494999999999997,3.0508201923649696,0.8999999999999982,0.10583005244173849,0.8871428571428571,0.10061714328954348,0.7978571428571428,0.13862947690932062,15.920000000000002,1.2388704532760053,16.08857142857143,2.076683482313891,15.956428571428571,2.257883989467234,42.72333333333336,8.744039874870783,41.36142857142857,5.317980282561809,43.386428571428574,5.015855793445858,7630.1675000000005,189.24,1444.0175,83.03999999999999,50.095,59.11,1010.055,75.59,2734.2549999999997,105.19,3247.2421,155.78,112.65140000000001,131.85000000000002,2271.3666000000003,148.33,6148.6706,177.93,21.319399999999998,25.65,429.85859999999997,42.129999999999995,1163.6426,71.72999999999999,14.9124,18.2,40.368399999999994,47.8,813.9395999999999,64.28
